id,order_date,delivery_date,delivered,product_id,product,category,cost,amount,price,discount,taxes,freight_cost
9034ebf4-4e17-4219-85b8-7ad7eb2c5b5c,02/01/2022,29/01/2022,TRUE,605ab08e-5dff-4b0f-9c3b-620036609a44,Teclado Mecânico,Acessórios,9.460.000,9.000,777.302,5.000,1.610,4.390
9034ebf4-4e17-4219-85b8-7ad7eb2c5b5c,02/01/2022,29/01/2022,TRUE,a4683878-cde0-4ff1-891d-82b63ac66e50,Caixa de Som Bluetooth,Áudio,4.379.000,99.000,457.189,5.000,1.520,3.750
9034ebf4-4e17-4219-85b8-7ad7eb2c5b5c,02/01/2022,29/01/2022,TRUE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,42.000,423.675,5.000,2.000,5.000
9034ebf4-4e17-4219-85b8-7ad7eb2c5b5c,02/01/2022,29/01/2022,TRUE,3f892824-550d-41c0-ac19-98ca5f558f81,Notebook,Computadores,6.449.000,55.000,559.563,3.100,2.000,4.240
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,45.000,423.675,5.000,2.000,1.180
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,51a020f0-17d6-4c8c-837f-e252406486bc,Impressora,Periféricos,9.912.000,39.000,745.005,1.320,1.680,3.600
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,0ad70f9c-dc0b-4c6c-87f7-39ef6dafe1fb,Webcam,Periféricos,2.117.000,64.000,170.931,4.140,1.830,1.870
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,bac43980-c9bc-4a38-bbb2-d66fe979e348,Placa de Vídeo,Componentes,8.534.000,3.000,791.943,1.880,2.000,3.950
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,82.000,247.890,5.000,2.000,3.420
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,f103ce15-4685-4343-801e-799afdd7ad5a,Headset,Áudio,8.367.000,72.000,739.884,2.340,2.000,4.210
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,f8a7ccd8-bb76-4291-8414-e4268e72c1d2,Pendrive 128GB,Armazenamento,6.376.000,83.000,640.554,1.150,1.480,3.130
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,44ffe4a2-3ba1-4b85-ad47-0c195eb4cc8d,Estabilizador 1000VA,Energia,8.713.000,80.000,931.132,5.000,1.260,4.490
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,1.000,771.857,5.000,1.060,4.910
3aee4867-5185-4f1e-a9c8-3a7563842afa,02/01/2022,27/01/2022,TRUE,baa6df5e-d578-4f71-acee-6cb7b741f998,Placa-Mãe,Componentes,8.557.000,66.000,689.190,2.410,1.110,1.700
05dfb96c-f659-4b65-8255-badbb040840b,02/01/2022,27/01/2022,TRUE,8c14d2fe-6b93-4e0b-8d8a-e2da83a60c25,Hub USB,Acessórios,2.554.000,28.000,155.889,3.530,1.180,3.260
05dfb96c-f659-4b65-8255-badbb040840b,02/01/2022,27/01/2022,TRUE,a8c1804a-c368-480c-9b1e-dcd5a01b5168,Impressora Multifuncional,Periféricos,7.656.000,95.000,721.054,5.000,1.790,3.910
05dfb96c-f659-4b65-8255-badbb040840b,02/01/2022,27/01/2022,TRUE,ea2f9a60-952b-4d22-a05c-d262e0b67934,Cooler,Componentes,2.508.000,91.000,195.405,5.000,1.170,5.000
6a5a335e-c5f1-49d8-b442-8e25131f1cb6,02/01/2022,11/01/2022,TRUE,27850f95-24ad-4c89-989c-8148ad58ef36,Adaptador Bluetooth,Acessórios,2.114.000,21.000,224.264,3.980,2.000,3.830
6a5a335e-c5f1-49d8-b442-8e25131f1cb6,02/01/2022,11/01/2022,TRUE,605ab08e-5dff-4b0f-9c3b-620036609a44,Teclado Mecânico,Acessórios,9.460.000,87.000,777.302,2.260,1.650,1.850
6a5a335e-c5f1-49d8-b442-8e25131f1cb6,02/01/2022,11/01/2022,TRUE,0dd9517d-82a8-4671-9344-c84b80d3f349,Processador,Componentes,5.876.000,26.000,604.678,1.740,2.000,4.560
6a5a335e-c5f1-49d8-b442-8e25131f1cb6,02/01/2022,11/01/2022,TRUE,0ff9542b-e317-4913-833d-5b0b0f7c0d0f,Cabo HDMI 4K,Acessórios,9.484.000,64.000,691.528,4.710,1.950,4.890
6a5a335e-c5f1-49d8-b442-8e25131f1cb6,02/01/2022,11/01/2022,TRUE,2f066034-6660-4f43-bed1-f431bcdf1c28,Monitor,Periféricos,3.169.000,7.000,233.362,4.060,1.170,3.570
6a5a335e-c5f1-49d8-b442-8e25131f1cb6,02/01/2022,11/01/2022,TRUE,f8a7ccd8-bb76-4291-8414-e4268e72c1d2,Pendrive 128GB,Armazenamento,6.376.000,61.000,640.554,4.350,2.000,4.640
6a5a335e-c5f1-49d8-b442-8e25131f1cb6,02/01/2022,11/01/2022,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,79.000,771.857,1.090,2.000,1.300
6a5a335e-c5f1-49d8-b442-8e25131f1cb6,02/01/2022,11/01/2022,TRUE,6c5ab492-4430-4c5b-b9da-fb66dbfb0e7e,Scanner Profissional,Periféricos,8.944.000,56.000,515.699,2.230,1.790,2.440
3d0d4b41-959e-4c65-9077-2bb471d4a70d,02/01/2022,03/01/2022,TRUE,a7da50ae-1205-4833-9135-81a9a0e37b3b,Hub USB 3.0,Acessórios,3.051.000,50.000,171.835,5.000,2.000,3.490
3d0d4b41-959e-4c65-9077-2bb471d4a70d,02/01/2022,03/01/2022,TRUE,8c14d2fe-6b93-4e0b-8d8a-e2da83a60c25,Hub USB,Acessórios,2.554.000,43.000,155.889,3.390,2.000,2.630
3d0d4b41-959e-4c65-9077-2bb471d4a70d,02/01/2022,03/01/2022,TRUE,27850f95-24ad-4c89-989c-8148ad58ef36,Adaptador Bluetooth,Acessórios,2.114.000,4.000,224.264,4.040,1.930,5.000
3d0d4b41-959e-4c65-9077-2bb471d4a70d,02/01/2022,03/01/2022,TRUE,0ff9542b-e317-4913-833d-5b0b0f7c0d0f,Cabo HDMI 4K,Acessórios,9.484.000,67.000,691.528,5.000,1.150,3.580
3d0d4b41-959e-4c65-9077-2bb471d4a70d,02/01/2022,03/01/2022,TRUE,85347903-6f15-4899-a091-f510fde22fd0,Mousepad,Acessórios,2.299.000,57.000,241.729,5.000,1.170,5.000
3d0d4b41-959e-4c65-9077-2bb471d4a70d,02/01/2022,03/01/2022,TRUE,44ffe4a2-3ba1-4b85-ad47-0c195eb4cc8d,Estabilizador 1000VA,Energia,8.713.000,64.000,931.132,5.000,1.980,5.000
d117f31e-c900-485c-b7f0-ee978a11119e,02/01/2022,06/01/2022,TRUE,85e1f974-c7b6-44b0-8b57-a5991908d181,Scanner,Periféricos,2.281.000,25.000,163.682,1.760,1.980,5.000
d117f31e-c900-485c-b7f0-ee978a11119e,02/01/2022,06/01/2022,TRUE,7cb06038-6876-491e-b69d-6750a4ccf085,HD Externo 1TB,Armazenamento,3.476.000,96.000,253.986,2.140,1.920,2.710
d117f31e-c900-485c-b7f0-ee978a11119e,02/01/2022,06/01/2022,TRUE,f8a7ccd8-bb76-4291-8414-e4268e72c1d2,Pendrive 128GB,Armazenamento,6.376.000,44.000,640.554,4.530,1.080,2.600
a667f28c-7f4a-4a0b-b076-a7aa04b78c70,02/01/2022,11/01/2022,FALSE,605ab08e-5dff-4b0f-9c3b-620036609a44,Teclado Mecânico,Acessórios,9.460.000,2.000,777.302,3.860,1.590,5.000
a667f28c-7f4a-4a0b-b076-a7aa04b78c70,02/01/2022,11/01/2022,FALSE,12641bc1-0aa7-478b-9a54-7a02706294aa,Placa de Vídeo GeForce,Componentes,5.728.000,67.000,428.820,4.730,2.000,3.710
a667f28c-7f4a-4a0b-b076-a7aa04b78c70,02/01/2022,11/01/2022,FALSE,d83fc804-f991-4d35-9f2a-40fe0258ed5c,Tablet Android,Tablets,6.128.000,74.000,667.953,5.000,2.000,1.330
a667f28c-7f4a-4a0b-b076-a7aa04b78c70,02/01/2022,11/01/2022,FALSE,e799e77b-0a8c-46da-a27f-bc4a13c98467,Roteador,Redes,5.161.000,42.000,557.337,2.790,2.000,5.000
a667f28c-7f4a-4a0b-b076-a7aa04b78c70,02/01/2022,11/01/2022,FALSE,51a020f0-17d6-4c8c-837f-e252406486bc,Impressora,Periféricos,9.912.000,24.000,745.005,3.310,1.410,5.000
d6b7a1a0-863c-4e39-9154-69440df8fc69,02/01/2022,05/01/2022,TRUE,f103ce15-4685-4343-801e-799afdd7ad5a,Headset,Áudio,8.367.000,74.000,739.884,5.000,2.000,2.150
d6b7a1a0-863c-4e39-9154-69440df8fc69,02/01/2022,05/01/2022,TRUE,e53ef18e-fd36-47d8-81d0-040fb78c0897,Fonte de Alimentação,Energia,3.506.000,60.000,246.210,4.590,1.800,3.220
d6b7a1a0-863c-4e39-9154-69440df8fc69,02/01/2022,05/01/2022,TRUE,7fb4594c-9085-415c-aed3-4c2c6eed21e4,Tablet,Tablets,5.589.000,6.000,308.841,2.100,1.500,2.430
d6b7a1a0-863c-4e39-9154-69440df8fc69,02/01/2022,05/01/2022,TRUE,d83fc804-f991-4d35-9f2a-40fe0258ed5c,Tablet Android,Tablets,6.128.000,62.000,667.953,1.810,2.000,4.940
d6b7a1a0-863c-4e39-9154-69440df8fc69,02/01/2022,05/01/2022,TRUE,44ffe4a2-3ba1-4b85-ad47-0c195eb4cc8d,Estabilizador 1000VA,Energia,8.713.000,21.000,931.132,2.280,2.000,4.970
d6b7a1a0-863c-4e39-9154-69440df8fc69,02/01/2022,05/01/2022,TRUE,85e1f974-c7b6-44b0-8b57-a5991908d181,Scanner,Periféricos,2.281.000,26.000,163.682,4.530,2.000,2.940
16f2494f-80e5-4e91-bf58-e1856875a232,02/01/2022,08/01/2022,TRUE,7cb06038-6876-491e-b69d-6750a4ccf085,HD Externo 1TB,Armazenamento,3.476.000,54.000,253.986,2.020,2.000,5.000
16f2494f-80e5-4e91-bf58-e1856875a232,02/01/2022,08/01/2022,TRUE,6c5ab492-4430-4c5b-b9da-fb66dbfb0e7e,Scanner Profissional,Periféricos,8.944.000,53.000,515.699,5.000,2.000,4.940
16f2494f-80e5-4e91-bf58-e1856875a232,02/01/2022,08/01/2022,TRUE,f61d6430-37b1-4683-94a9-f128f1c66b01,Cabo de Rede,Redes,7.930.000,51.000,660.731,1.690,1.630,3.980
16f2494f-80e5-4e91-bf58-e1856875a232,02/01/2022,08/01/2022,TRUE,1ccf3b41-1ea3-48f9-870a-eb475dbde6d4,Cabo HDMI,Acessórios,9.631.000,33.000,1.025.511,1.520,1.500,3.810
16f2494f-80e5-4e91-bf58-e1856875a232,02/01/2022,08/01/2022,TRUE,f056d272-ab70-417c-8a78-6ade8ccfecb8,Headset Gamer,Áudio,3.008.000,18.000,203.107,1.380,1.790,3.840
73035f9f-e85e-4d7c-8c82-9eb6a6b0ec90,03/01/2022,11/01/2022,TRUE,9d599895-1516-4ff9-8ce3-b63d604c45ba,Webcam Full HD,Periféricos,8.035.000,27.000,877.767,1.030,2.000,3.570
73035f9f-e85e-4d7c-8c82-9eb6a6b0ec90,03/01/2022,11/01/2022,TRUE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,11.000,423.675,2.340,2.000,3.700
73035f9f-e85e-4d7c-8c82-9eb6a6b0ec90,03/01/2022,11/01/2022,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,91.000,771.857,2.070,1.360,4.600
73035f9f-e85e-4d7c-8c82-9eb6a6b0ec90,03/01/2022,11/01/2022,TRUE,e799e77b-0a8c-46da-a27f-bc4a13c98467,Roteador,Redes,5.161.000,94.000,557.337,4.780,2.000,5.000
73035f9f-e85e-4d7c-8c82-9eb6a6b0ec90,03/01/2022,11/01/2022,TRUE,8c14d2fe-6b93-4e0b-8d8a-e2da83a60c25,Hub USB,Acessórios,2.554.000,81.000,155.889,3.830,2.000,1.060
73035f9f-e85e-4d7c-8c82-9eb6a6b0ec90,03/01/2022,11/01/2022,TRUE,85347903-6f15-4899-a091-f510fde22fd0,Mousepad,Acessórios,2.299.000,47.000,241.729,3.150,2.000,4.270
73035f9f-e85e-4d7c-8c82-9eb6a6b0ec90,03/01/2022,11/01/2022,TRUE,1d767e28-d2ba-4e0a-a67f-9d3e834ad203,Roteador Wi-Fi,Redes,5.961.000,4.000,587.253,2.270,1.100,1.460
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,7c9d4229-4c08-45d0-91d9-c23a49a80cb8,Estabilizador,Energia,5.481.000,38.000,384.935,2.870,1.590,2.760
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,42.000,423.675,1.170,1.220,3.920
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,44ffe4a2-3ba1-4b85-ad47-0c195eb4cc8d,Estabilizador 1000VA,Energia,8.713.000,40.000,931.132,1.340,1.450,4.050
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,cf495e19-6749-4727-af35-de477a6290a1,Memória RAM,Componentes,9.835.000,33.000,1.023.386,1.980,2.000,2.200
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,56.000,771.857,5.000,2.000,1.650
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,ea2f9a60-952b-4d22-a05c-d262e0b67934,Cooler,Componentes,2.508.000,3.000,195.405,3.510,1.750,2.890
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,0ad70f9c-dc0b-4c6c-87f7-39ef6dafe1fb,Webcam,Periféricos,2.117.000,26.000,170.931,3.070,2.000,5.000
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,f8a7ccd8-bb76-4291-8414-e4268e72c1d2,Pendrive 128GB,Armazenamento,6.376.000,34.000,640.554,2.990,2.000,4.460
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,1ccf3b41-1ea3-48f9-870a-eb475dbde6d4,Cabo HDMI,Acessórios,9.631.000,3.000,1.025.511,3.570,2.000,4.380
551df3e0-dff7-4c0e-9f2d-f7c2e79bcdac,03/01/2022,23/01/2022,TRUE,9d599895-1516-4ff9-8ce3-b63d604c45ba,Webcam Full HD,Periféricos,8.035.000,36.000,877.767,2.020,1.050,4.750
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,46.000,247.890,4.700,1.680,4.540
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,e799e77b-0a8c-46da-a27f-bc4a13c98467,Roteador,Redes,5.161.000,91.000,557.337,5.000,2.000,4.550
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,14223b2f-f6f9-4e42-afe7-7e8c2749ca4a,Pen Drive,Armazenamento,7.251.000,49.000,653.400,1.830,1.820,4.870
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,85.000,771.857,4.160,1.140,1.620
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,6c5ab492-4430-4c5b-b9da-fb66dbfb0e7e,Scanner Profissional,Periféricos,8.944.000,95.000,515.699,2.000,1.460,4.450
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,0dd9517d-82a8-4671-9344-c84b80d3f349,Processador,Componentes,5.876.000,20.000,604.678,1.300,1.100,5.000
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,43511872-185c-4705-8cf5-0ce79927fcf1,Fone de Ouvido,Áudio,5.997.000,78.000,572.818,3.150,1.320,5.000
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,1ccf3b41-1ea3-48f9-870a-eb475dbde6d4,Cabo HDMI,Acessórios,9.631.000,76.000,1.025.511,3.310,1.600,1.270
f78571ed-ce74-4bbb-adea-a48adc0070fc,03/01/2022,20/01/2022,TRUE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,96.000,423.675,1.350,2.000,3.280
5d5d7bae-a902-42c3-bfec-c81812d38ba8,03/01/2022,04/01/2022,FALSE,a4683878-cde0-4ff1-891d-82b63ac66e50,Caixa de Som Bluetooth,Áudio,4.379.000,24.000,457.189,5.000,2.000,4.640
5d5d7bae-a902-42c3-bfec-c81812d38ba8,03/01/2022,04/01/2022,FALSE,1ccf3b41-1ea3-48f9-870a-eb475dbde6d4,Cabo HDMI,Acessórios,9.631.000,1.000,1.025.511,2.400,2.000,5.000
5d5d7bae-a902-42c3-bfec-c81812d38ba8,03/01/2022,04/01/2022,FALSE,cf495e19-6749-4727-af35-de477a6290a1,Memória RAM,Componentes,9.835.000,6.000,1.023.386,4.650,1.790,2.630
5d5d7bae-a902-42c3-bfec-c81812d38ba8,03/01/2022,04/01/2022,FALSE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,28.000,423.675,2.460,2.000,5.000
5d5d7bae-a902-42c3-bfec-c81812d38ba8,03/01/2022,04/01/2022,FALSE,605ab08e-5dff-4b0f-9c3b-620036609a44,Teclado Mecânico,Acessórios,9.460.000,51.000,777.302,3.000,2.000,3.890
d356a1b3-4a96-41f9-8664-da46fab352a0,03/01/2022,14/01/2022,TRUE,e53ef18e-fd36-47d8-81d0-040fb78c0897,Fonte de Alimentação,Energia,3.506.000,54.000,246.210,3.840,2.000,3.910
d356a1b3-4a96-41f9-8664-da46fab352a0,03/01/2022,14/01/2022,TRUE,1d767e28-d2ba-4e0a-a67f-9d3e834ad203,Roteador Wi-Fi,Redes,5.961.000,48.000,587.253,5.000,1.610,1.280
ae0c06db-8c97-4397-b985-8cefcca06b28,03/01/2022,24/01/2022,FALSE,a4683878-cde0-4ff1-891d-82b63ac66e50,Caixa de Som Bluetooth,Áudio,4.379.000,95.000,457.189,3.870,2.000,5.000
ae0c06db-8c97-4397-b985-8cefcca06b28,03/01/2022,24/01/2022,FALSE,ea2f9a60-952b-4d22-a05c-d262e0b67934,Cooler,Componentes,2.508.000,28.000,195.405,1.680,1.160,4.150
ae0c06db-8c97-4397-b985-8cefcca06b28,03/01/2022,24/01/2022,FALSE,27850f95-24ad-4c89-989c-8148ad58ef36,Adaptador Bluetooth,Acessórios,2.114.000,26.000,224.264,3.640,1.620,3.840
ae0c06db-8c97-4397-b985-8cefcca06b28,03/01/2022,24/01/2022,FALSE,43511872-185c-4705-8cf5-0ce79927fcf1,Fone de Ouvido,Áudio,5.997.000,93.000,572.818,2.830,1.920,2.330
