id,order_date,delivery_date,delivered,product_id,product,category,cost,amount,price,discount,taxes,freight_cost
457c48df-0597-4157-bc8d-6ebd639ec4fc,09/05/2021,01/06/2021,FALSE,66a02691-49da-4162-9bc3-a89e3d3503ba,Caixa de Som,Áudio,6.870.000,99.000,648.810,3.900,1.900,4.480
457c48df-0597-4157-bc8d-6ebd639ec4fc,09/05/2021,01/06/2021,FALSE,f8a7ccd8-bb76-4291-8414-e4268e72c1d2,Pendrive 128GB,Armazenamento,6.376.000,44.000,640.554,1.070,1.860,2.610
457c48df-0597-4157-bc8d-6ebd639ec4fc,09/05/2021,01/06/2021,FALSE,ca366536-7852-4935-a667-af0d75fbea7a,SSD,Armazenamento,7.951.000,10.000,663.185,3.600,2.000,5.000
594b64aa-bc73-4496-8dd5-9cc74087063b,09/05/2021,23/05/2021,TRUE,14223b2f-f6f9-4e42-afe7-7e8c2749ca4a,Pen Drive,Armazenamento,7.251.000,22.000,653.400,3.240,1.700,2.910
594b64aa-bc73-4496-8dd5-9cc74087063b,09/05/2021,23/05/2021,TRUE,85e1f974-c7b6-44b0-8b57-a5991908d181,Scanner,Periféricos,2.281.000,22.000,163.682,5.000,2.000,1.810
594b64aa-bc73-4496-8dd5-9cc74087063b,09/05/2021,23/05/2021,TRUE,dd082ee4-b813-47e3-b34c-68efb693170b,Cartucho de Tinta,Suprimentos,5.745.000,97.000,501.930,3.780,1.680,5.000
594b64aa-bc73-4496-8dd5-9cc74087063b,09/05/2021,23/05/2021,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,53.000,247.890,2.750,2.000,1.030
594b64aa-bc73-4496-8dd5-9cc74087063b,09/05/2021,23/05/2021,TRUE,12641bc1-0aa7-478b-9a54-7a02706294aa,Placa de Vídeo GeForce,Componentes,5.728.000,56.000,428.820,5.000,2.000,2.490
2b8a5703-3dcf-44e0-83dc-ee396a8b0d99,09/05/2021,18/05/2021,TRUE,e5508320-9789-4195-aac9-b9d4c4d18292,HD Externo,Armazenamento,9.232.000,92.000,511.502,3.010,1.040,1.880
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,12641bc1-0aa7-478b-9a54-7a02706294aa,Placa de Vídeo GeForce,Componentes,5.728.000,6.000,428.820,1.980,2.000,3.540
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,a4683878-cde0-4ff1-891d-82b63ac66e50,Caixa de Som Bluetooth,Áudio,4.379.000,33.000,457.189,4.900,1.670,4.450
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,a8c1804a-c368-480c-9b1e-dcd5a01b5168,Impressora Multifuncional,Periféricos,7.656.000,63.000,721.054,1.730,2.000,1.020
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,e5508320-9789-4195-aac9-b9d4c4d18292,HD Externo,Armazenamento,9.232.000,6.000,511.502,4.090,2.000,3.590
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,98549fde-2cf5-4c19-a93d-d92648869276,Cartucho de Tinta HP,Suprimentos,6.048.000,60.000,499.871,4.090,1.530,3.360
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,a7da50ae-1205-4833-9135-81a9a0e37b3b,Hub USB 3.0,Acessórios,3.051.000,52.000,171.835,4.060,2.000,1.470
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,85e1f974-c7b6-44b0-8b57-a5991908d181,Scanner,Periféricos,2.281.000,13.000,163.682,3.760,2.000,1.970
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,e53ef18e-fd36-47d8-81d0-040fb78c0897,Fonte de Alimentação,Energia,3.506.000,82.000,246.210,1.880,1.000,4.820
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,cf495e19-6749-4727-af35-de477a6290a1,Memória RAM,Componentes,9.835.000,38.000,1.023.386,1.920,1.570,1.860
21134bb9-beec-4a71-9054-62b3cdc7e517,09/05/2021,26/05/2021,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,45.000,247.890,1.280,2.000,5.000
fe6cdd23-149c-428b-82e9-6b7cae87eb82,09/05/2021,23/05/2021,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,60.000,771.857,2.530,2.000,5.000
fe6cdd23-149c-428b-82e9-6b7cae87eb82,09/05/2021,23/05/2021,TRUE,a4683878-cde0-4ff1-891d-82b63ac66e50,Caixa de Som Bluetooth,Áudio,4.379.000,98.000,457.189,5.000,2.000,2.140
fe6cdd23-149c-428b-82e9-6b7cae87eb82,09/05/2021,23/05/2021,TRUE,0ff9542b-e317-4913-833d-5b0b0f7c0d0f,Cabo HDMI 4K,Acessórios,9.484.000,55.000,691.528,1.860,2.000,1.560
fe6cdd23-149c-428b-82e9-6b7cae87eb82,09/05/2021,23/05/2021,TRUE,bac43980-c9bc-4a38-bbb2-d66fe979e348,Placa de Vídeo,Componentes,8.534.000,0,791.943,2.480,1.970,4.970
fe6cdd23-149c-428b-82e9-6b7cae87eb82,09/05/2021,23/05/2021,TRUE,baa6df5e-d578-4f71-acee-6cb7b741f998,Placa-Mãe,Componentes,8.557.000,70.000,689.190,2.600,1.290,3.290
fe6cdd23-149c-428b-82e9-6b7cae87eb82,09/05/2021,23/05/2021,TRUE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,14.000,423.675,2.980,2.000,5.000
fe6cdd23-149c-428b-82e9-6b7cae87eb82,09/05/2021,23/05/2021,TRUE,51a020f0-17d6-4c8c-837f-e252406486bc,Impressora,Periféricos,9.912.000,71.000,745.005,3.990,2.000,5.000
4b8d788e-1f4e-45e6-94dc-013f69debd11,10/05/2021,05/06/2021,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,41.000,771.857,3.410,2.000,3.230
4b8d788e-1f4e-45e6-94dc-013f69debd11,10/05/2021,05/06/2021,TRUE,ca366536-7852-4935-a667-af0d75fbea7a,SSD,Armazenamento,7.951.000,55.000,663.185,5.000,1.690,4.080
4b8d788e-1f4e-45e6-94dc-013f69debd11,10/05/2021,05/06/2021,TRUE,ea2f9a60-952b-4d22-a05c-d262e0b67934,Cooler,Componentes,2.508.000,26.000,195.405,5.000,1.990,4.320
4b8d788e-1f4e-45e6-94dc-013f69debd11,10/05/2021,05/06/2021,TRUE,f103ce15-4685-4343-801e-799afdd7ad5a,Headset,Áudio,8.367.000,74.000,739.884,5.000,2.000,3.840
4b8d788e-1f4e-45e6-94dc-013f69debd11,10/05/2021,05/06/2021,TRUE,baa6df5e-d578-4f71-acee-6cb7b741f998,Placa-Mãe,Componentes,8.557.000,70.000,689.190,1.240,1.240,5.000
4b8d788e-1f4e-45e6-94dc-013f69debd11,10/05/2021,05/06/2021,TRUE,9d599895-1516-4ff9-8ce3-b63d604c45ba,Webcam Full HD,Periféricos,8.035.000,1.000,877.767,5.000,1.730,5.000
4b8d788e-1f4e-45e6-94dc-013f69debd11,10/05/2021,05/06/2021,TRUE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,8.000,423.675,5.000,1.730,3.940
4b8d788e-1f4e-45e6-94dc-013f69debd11,10/05/2021,05/06/2021,TRUE,8c14d2fe-6b93-4e0b-8d8a-e2da83a60c25,Hub USB,Acessórios,2.554.000,82.000,155.889,3.440,2.000,5.000
d18b99c2-12e3-4c31-9d5a-510159f08d44,10/05/2021,26/05/2021,FALSE,f103ce15-4685-4343-801e-799afdd7ad5a,Headset,Áudio,8.367.000,62.000,739.884,3.670,1.290,2.910
d18b99c2-12e3-4c31-9d5a-510159f08d44,10/05/2021,26/05/2021,FALSE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,61.000,423.675,3.810,1.800,3.430
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,0ff9542b-e317-4913-833d-5b0b0f7c0d0f,Cabo HDMI 4K,Acessórios,9.484.000,1.000,691.528,4.120,2.000,5.000
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,cf495e19-6749-4727-af35-de477a6290a1,Memória RAM,Componentes,9.835.000,75.000,1.023.386,2.560,2.000,5.000
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,0dd9517d-82a8-4671-9344-c84b80d3f349,Processador,Componentes,5.876.000,2.000,604.678,1.180,2.000,3.000
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,dd082ee4-b813-47e3-b34c-68efb693170b,Cartucho de Tinta,Suprimentos,5.745.000,53.000,501.930,2.100,1.960,5.000
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,43511872-185c-4705-8cf5-0ce79927fcf1,Fone de Ouvido,Áudio,5.997.000,17.000,572.818,5.000,2.000,5.000
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,d83fc804-f991-4d35-9f2a-40fe0258ed5c,Tablet Android,Tablets,6.128.000,37.000,667.953,1.410,1.730,5.000
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,18b380da-f191-408a-a23b-be727828c8b8,Notebook Gamer,Computadores,5.477.000,54.000,559.901,4.520,1.490,4.330
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,3f892824-550d-41c0-ac19-98ca5f558f81,Notebook,Computadores,6.449.000,26.000,559.563,2.160,1.720,4.830
8153dc6f-d980-49e9-884a-3217856bac6d,10/05/2021,13/05/2021,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,91.000,247.890,2.200,1.450,3.990
51acb17f-5943-418f-8947-14a5c953fd4a,10/05/2021,28/05/2021,TRUE,ca366536-7852-4935-a667-af0d75fbea7a,SSD,Armazenamento,7.951.000,68.000,663.185,2.510,2.000,1.330
51acb17f-5943-418f-8947-14a5c953fd4a,10/05/2021,28/05/2021,TRUE,9d599895-1516-4ff9-8ce3-b63d604c45ba,Webcam Full HD,Periféricos,8.035.000,89.000,877.767,2.720,2.000,1.690
51acb17f-5943-418f-8947-14a5c953fd4a,10/05/2021,28/05/2021,TRUE,605ab08e-5dff-4b0f-9c3b-620036609a44,Teclado Mecânico,Acessórios,9.460.000,61.000,777.302,5.000,2.000,1.540
edd59335-2485-4248-99ca-ce0b7f7b2e36,10/05/2021,14/05/2021,TRUE,3f892824-550d-41c0-ac19-98ca5f558f81,Notebook,Computadores,6.449.000,70.000,559.563,5.000,2.000,5.000
edd59335-2485-4248-99ca-ce0b7f7b2e36,10/05/2021,14/05/2021,TRUE,85347903-6f15-4899-a091-f510fde22fd0,Mousepad,Acessórios,2.299.000,79.000,241.729,2.690,2.000,3.260
edd59335-2485-4248-99ca-ce0b7f7b2e36,10/05/2021,14/05/2021,TRUE,44ffe4a2-3ba1-4b85-ad47-0c195eb4cc8d,Estabilizador 1000VA,Energia,8.713.000,53.000,931.132,2.430,2.000,4.670
edd59335-2485-4248-99ca-ce0b7f7b2e36,10/05/2021,14/05/2021,TRUE,ea2f9a60-952b-4d22-a05c-d262e0b67934,Cooler,Componentes,2.508.000,94.000,195.405,1.580,1.110,1.240
edd59335-2485-4248-99ca-ce0b7f7b2e36,10/05/2021,14/05/2021,TRUE,27850f95-24ad-4c89-989c-8148ad58ef36,Adaptador Bluetooth,Acessórios,2.114.000,70.000,224.264,4.090,1.040,1.240
e8d69d03-5678-4003-ae3b-759e9a74355a,11/05/2021,10/06/2021,TRUE,9d599895-1516-4ff9-8ce3-b63d604c45ba,Webcam Full HD,Periféricos,8.035.000,48.000,877.767,4.960,2.000,3.940
e8d69d03-5678-4003-ae3b-759e9a74355a,11/05/2021,10/06/2021,TRUE,43511872-185c-4705-8cf5-0ce79927fcf1,Fone de Ouvido,Áudio,5.997.000,74.000,572.818,3.360,1.900,1.880
e8d69d03-5678-4003-ae3b-759e9a74355a,11/05/2021,10/06/2021,TRUE,7c9d4229-4c08-45d0-91d9-c23a49a80cb8,Estabilizador,Energia,5.481.000,30.000,384.935,4.930,2.000,4.170
e8d69d03-5678-4003-ae3b-759e9a74355a,11/05/2021,10/06/2021,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,59.000,771.857,5.000,1.200,3.790
e8d69d03-5678-4003-ae3b-759e9a74355a,11/05/2021,10/06/2021,TRUE,27850f95-24ad-4c89-989c-8148ad58ef36,Adaptador Bluetooth,Acessórios,2.114.000,9.000,224.264,4.580,1.760,2.770
2fd25aa0-253a-4980-b309-075cd62c1e64,11/05/2021,16/05/2021,TRUE,2f066034-6660-4f43-bed1-f431bcdf1c28,Monitor,Periféricos,3.169.000,20.000,233.362,1.220,2.000,4.220
2fd25aa0-253a-4980-b309-075cd62c1e64,11/05/2021,16/05/2021,TRUE,dd082ee4-b813-47e3-b34c-68efb693170b,Cartucho de Tinta,Suprimentos,5.745.000,10.000,501.930,3.760,2.000,2.300
2fd25aa0-253a-4980-b309-075cd62c1e64,11/05/2021,16/05/2021,TRUE,8c14d2fe-6b93-4e0b-8d8a-e2da83a60c25,Hub USB,Acessórios,2.554.000,82.000,155.889,5.000,2.000,1.630
2fd25aa0-253a-4980-b309-075cd62c1e64,11/05/2021,16/05/2021,TRUE,f61d6430-37b1-4683-94a9-f128f1c66b01,Cabo de Rede,Redes,7.930.000,77.000,660.731,5.000,1.280,5.000
70260cc1-875d-405d-8a8e-61308b2593e5,11/05/2021,10/06/2021,TRUE,bac43980-c9bc-4a38-bbb2-d66fe979e348,Placa de Vídeo,Componentes,8.534.000,62.000,791.943,2.720,2.000,1.310
70260cc1-875d-405d-8a8e-61308b2593e5,11/05/2021,10/06/2021,TRUE,a7da50ae-1205-4833-9135-81a9a0e37b3b,Hub USB 3.0,Acessórios,3.051.000,79.000,171.835,3.260,1.580,4.190
70260cc1-875d-405d-8a8e-61308b2593e5,11/05/2021,10/06/2021,TRUE,66a02691-49da-4162-9bc3-a89e3d3503ba,Caixa de Som,Áudio,6.870.000,59.000,648.810,1.240,1.270,5.000
70260cc1-875d-405d-8a8e-61308b2593e5,11/05/2021,10/06/2021,TRUE,27850f95-24ad-4c89-989c-8148ad58ef36,Adaptador Bluetooth,Acessórios,2.114.000,48.000,224.264,5.000,1.650,3.480
70260cc1-875d-405d-8a8e-61308b2593e5,11/05/2021,10/06/2021,TRUE,d83fc804-f991-4d35-9f2a-40fe0258ed5c,Tablet Android,Tablets,6.128.000,51.000,667.953,5.000,1.740,1.250
70260cc1-875d-405d-8a8e-61308b2593e5,11/05/2021,10/06/2021,TRUE,e799e77b-0a8c-46da-a27f-bc4a13c98467,Roteador,Redes,5.161.000,30.000,557.337,1.850,1.830,3.630
590dd8e7-128a-4b47-820d-69ab4fee5dcd,11/05/2021,20/05/2021,TRUE,e799e77b-0a8c-46da-a27f-bc4a13c98467,Roteador,Redes,5.161.000,33.000,557.337,2.320,2.000,1.820
590dd8e7-128a-4b47-820d-69ab4fee5dcd,11/05/2021,20/05/2021,TRUE,db06dfb1-efcc-445e-8526-39bd66d44b25,Monitor Gamer,Periféricos,9.563.000,26.000,891.814,5.000,2.000,1.250
590dd8e7-128a-4b47-820d-69ab4fee5dcd,11/05/2021,20/05/2021,TRUE,f61d6430-37b1-4683-94a9-f128f1c66b01,Cabo de Rede,Redes,7.930.000,29.000,660.731,1.550,1.970,3.080
590dd8e7-128a-4b47-820d-69ab4fee5dcd,11/05/2021,20/05/2021,TRUE,1d767e28-d2ba-4e0a-a67f-9d3e834ad203,Roteador Wi-Fi,Redes,5.961.000,0,587.253,3.190,1.470,1.020
7e12cc98-9b53-4e19-9f03-64e70790f5ee,11/05/2021,16/05/2021,TRUE,6c5ab492-4430-4c5b-b9da-fb66dbfb0e7e,Scanner Profissional,Periféricos,8.944.000,71.000,515.699,5.000,1.590,3.400
7e12cc98-9b53-4e19-9f03-64e70790f5ee,11/05/2021,16/05/2021,TRUE,98549fde-2cf5-4c19-a93d-d92648869276,Cartucho de Tinta HP,Suprimentos,6.048.000,79.000,499.871,3.640,2.000,1.370
7e12cc98-9b53-4e19-9f03-64e70790f5ee,11/05/2021,16/05/2021,TRUE,85347903-6f15-4899-a091-f510fde22fd0,Mousepad,Acessórios,2.299.000,73.000,241.729,4.950,1.310,3.740
7e12cc98-9b53-4e19-9f03-64e70790f5ee,11/05/2021,16/05/2021,TRUE,ca366536-7852-4935-a667-af0d75fbea7a,SSD,Armazenamento,7.951.000,91.000,663.185,4.190,1.670,4.880
7e12cc98-9b53-4e19-9f03-64e70790f5ee,11/05/2021,16/05/2021,TRUE,c35358ba-fa16-4f7c-aea9-c749cc41f74d,Mouse,Acessórios,4.366.000,46.000,411.590,1.010,1.760,2.150
b16e969b-6319-49a6-b218-25a514bb48a5,12/05/2021,04/06/2021,TRUE,6c5ab492-4430-4c5b-b9da-fb66dbfb0e7e,Scanner Profissional,Periféricos,8.944.000,83.000,515.699,2.020,2.000,4.350
b16e969b-6319-49a6-b218-25a514bb48a5,12/05/2021,04/06/2021,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,10.000,247.890,5.000,1.770,4.040
a7275805-6766-4f27-b01a-c24f5e050cee,12/05/2021,05/06/2021,TRUE,43511872-185c-4705-8cf5-0ce79927fcf1,Fone de Ouvido,Áudio,5.997.000,42.000,572.818,5.000,1.310,3.770
a7275805-6766-4f27-b01a-c24f5e050cee,12/05/2021,05/06/2021,TRUE,7cb06038-6876-491e-b69d-6750a4ccf085,HD Externo 1TB,Armazenamento,3.476.000,55.000,253.986,1.240,2.000,2.170
a7275805-6766-4f27-b01a-c24f5e050cee,12/05/2021,05/06/2021,TRUE,ea2f9a60-952b-4d22-a05c-d262e0b67934,Cooler,Componentes,2.508.000,69.000,195.405,1.120,2.000,2.560
a7275805-6766-4f27-b01a-c24f5e050cee,12/05/2021,05/06/2021,TRUE,ca366536-7852-4935-a667-af0d75fbea7a,SSD,Armazenamento,7.951.000,94.000,663.185,4.180,2.000,3.190
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,9d599895-1516-4ff9-8ce3-b63d604c45ba,Webcam Full HD,Periféricos,8.035.000,67.000,877.767,3.150,1.400,5.000
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,7c9d4229-4c08-45d0-91d9-c23a49a80cb8,Estabilizador,Energia,5.481.000,39.000,384.935,2.860,1.420,4.790
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,80.000,771.857,5.000,1.340,2.370
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,e5508320-9789-4195-aac9-b9d4c4d18292,HD Externo,Armazenamento,9.232.000,74.000,511.502,4.000,1.830,4.670
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,e799e77b-0a8c-46da-a27f-bc4a13c98467,Roteador,Redes,5.161.000,61.000,557.337,3.230,1.210,1.530
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,6c5ab492-4430-4c5b-b9da-fb66dbfb0e7e,Scanner Profissional,Periféricos,8.944.000,81.000,515.699,5.000,1.250,3.670
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,98549fde-2cf5-4c19-a93d-d92648869276,Cartucho de Tinta HP,Suprimentos,6.048.000,27.000,499.871,2.790,1.560,2.540
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,40.000,247.890,1.670,2.000,1.400
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,f8a7ccd8-bb76-4291-8414-e4268e72c1d2,Pendrive 128GB,Armazenamento,6.376.000,6.000,640.554,1.980,1.860,1.340
d7a74a75-2ef2-4016-a4bd-d4fdc79656dd,13/05/2021,21/05/2021,TRUE,f61d6430-37b1-4683-94a9-f128f1c66b01,Cabo de Rede,Redes,7.930.000,21.000,660.731,4.970,1.840,2.210
b1c554dd-b77e-410b-b390-c99e7227d5a2,13/05/2021,02/06/2021,TRUE,66a02691-49da-4162-9bc3-a89e3d3503ba,Caixa de Som,Áudio,6.870.000,36.000,648.810,4.370,2.000,1.850
b1c554dd-b77e-410b-b390-c99e7227d5a2,13/05/2021,02/06/2021,TRUE,a7da50ae-1205-4833-9135-81a9a0e37b3b,Hub USB 3.0,Acessórios,3.051.000,81.000,171.835,5.000,2.000,1.770
b1c554dd-b77e-410b-b390-c99e7227d5a2,13/05/2021,02/06/2021,TRUE,ea2f9a60-952b-4d22-a05c-d262e0b67934,Cooler,Componentes,2.508.000,47.000,195.405,1.840,2.000,4.230
b1c554dd-b77e-410b-b390-c99e7227d5a2,13/05/2021,02/06/2021,TRUE,9d599895-1516-4ff9-8ce3-b63d604c45ba,Webcam Full HD,Periféricos,8.035.000,2.000,877.767,2.320,2.000,5.000
b1c554dd-b77e-410b-b390-c99e7227d5a2,13/05/2021,02/06/2021,TRUE,f056d272-ab70-417c-8a78-6ade8ccfecb8,Headset Gamer,Áudio,3.008.000,80.000,203.107,1.440,2.000,2.650
b1c554dd-b77e-410b-b390-c99e7227d5a2,13/05/2021,02/06/2021,TRUE,7c9d4229-4c08-45d0-91d9-c23a49a80cb8,Estabilizador,Energia,5.481.000,18.000,384.935,5.000,1.850,2.180
b1c554dd-b77e-410b-b390-c99e7227d5a2,13/05/2021,02/06/2021,TRUE,8c14d2fe-6b93-4e0b-8d8a-e2da83a60c25,Hub USB,Acessórios,2.554.000,3.000,155.889,1.230,1.490,2.500
b1c554dd-b77e-410b-b390-c99e7227d5a2,13/05/2021,02/06/2021,TRUE,3f892824-550d-41c0-ac19-98ca5f558f81,Notebook,Computadores,6.449.000,73.000,559.563,2.540,1.410,2.890
c308b075-c92c-4250-ad80-bf9251316747,13/05/2021,12/06/2021,TRUE,7cb06038-6876-491e-b69d-6750a4ccf085,HD Externo 1TB,Armazenamento,3.476.000,49.000,253.986,3.300,2.000,4.660
c308b075-c92c-4250-ad80-bf9251316747,13/05/2021,12/06/2021,TRUE,e53ef18e-fd36-47d8-81d0-040fb78c0897,Fonte de Alimentação,Energia,3.506.000,7.000,246.210,3.560,1.440,2.410
c308b075-c92c-4250-ad80-bf9251316747,13/05/2021,12/06/2021,TRUE,f103ce15-4685-4343-801e-799afdd7ad5a,Headset,Áudio,8.367.000,47.000,739.884,5.000,1.940,4.110
c308b075-c92c-4250-ad80-bf9251316747,13/05/2021,12/06/2021,TRUE,27850f95-24ad-4c89-989c-8148ad58ef36,Adaptador Bluetooth,Acessórios,2.114.000,94.000,224.264,4.030,1.100,2.820
c308b075-c92c-4250-ad80-bf9251316747,13/05/2021,12/06/2021,TRUE,c35358ba-fa16-4f7c-aea9-c749cc41f74d,Mouse,Acessórios,4.366.000,51.000,411.590,3.440,2.000,3.160
c308b075-c92c-4250-ad80-bf9251316747,13/05/2021,12/06/2021,TRUE,85347903-6f15-4899-a091-f510fde22fd0,Mousepad,Acessórios,2.299.000,71.000,241.729,2.580,1.120,3.980
c308b075-c92c-4250-ad80-bf9251316747,13/05/2021,12/06/2021,TRUE,db06dfb1-efcc-445e-8526-39bd66d44b25,Monitor Gamer,Periféricos,9.563.000,55.000,891.814,1.460,1.510,3.700
c308b075-c92c-4250-ad80-bf9251316747,13/05/2021,12/06/2021,TRUE,14223b2f-f6f9-4e42-afe7-7e8c2749ca4a,Pen Drive,Armazenamento,7.251.000,47.000,653.400,4.860,1.210,3.230
f986e9c7-a0f7-414a-955a-ab31a5e56aa5,13/05/2021,07/06/2021,TRUE,ca366536-7852-4935-a667-af0d75fbea7a,SSD,Armazenamento,7.951.000,31.000,663.185,5.000,1.220,5.000
f986e9c7-a0f7-414a-955a-ab31a5e56aa5,13/05/2021,07/06/2021,TRUE,e5c01141-2a60-4378-bcb7-cda3ab621dd8,Fone de Ouvido Sem Fio,Áudio,4.230.000,62.000,423.675,4.070,1.860,3.530
f986e9c7-a0f7-414a-955a-ab31a5e56aa5,13/05/2021,07/06/2021,TRUE,85e1f974-c7b6-44b0-8b57-a5991908d181,Scanner,Periféricos,2.281.000,21.000,163.682,1.820,2.000,5.000
f986e9c7-a0f7-414a-955a-ab31a5e56aa5,13/05/2021,07/06/2021,TRUE,dd082ee4-b813-47e3-b34c-68efb693170b,Cartucho de Tinta,Suprimentos,5.745.000,99.000,501.930,1.900,2.000,2.750
f986e9c7-a0f7-414a-955a-ab31a5e56aa5,13/05/2021,07/06/2021,TRUE,14223b2f-f6f9-4e42-afe7-7e8c2749ca4a,Pen Drive,Armazenamento,7.251.000,89.000,653.400,1.530,1.990,3.480
